Numéro de sinistre;Numéro du lot sinistré;Identifiant_lot;Branche;Garantie;Num police;Etat sinistre;Année de survenance;Montant Règlements totaux;Montant Règlements en principal;Montant Règlements en frais;Montant Provision ;Montant Recours;Charge nette;Montant du loyer sinistré;Date d'extraction
G14-568497L;21591320;21591320/2013;Compensée;LI;AXEL-10-000123;TER;2013; 4 002    ; 2 490    ; 1 512    ; -      ; -      ; 4 002    ;745;28/02/2018
G14-568513L;9010530358;9010530358/2014;Compensée;LI;AXEL-12-001436;TER;2014; 1 158    ; 1 158    ; -      ; -      ;-1 223    ;-65    ;560;28/02/2018
G14-568522L;278970257;278970257/2014;Compensée;LI;AXEL-10-000882;TER;2014; 18 255    ; 14 615    ; 3 640    ; -      ;-8 207    ; 10 048    ;0;28/02/2018
G14-568548L;409260156;409260156/2013;Compensée;LI;AXEL-10-000168;TER;2013; 527    ; 527    ; -      ; -      ;-527    ; -      ;363;28/02/2018
G14-568555L;21591048;21591048/2014;Compensée;LI;AXEL-10-000123;TER;2014; 9 393    ; 5 443    ; 3 951    ; -      ;-30    ; 9 363    ;516;28/02/2018
G14-568565L;274670049;274670049/2014;Compensée;LI;AXEL-11-001332;TER;2014; 3 726    ; 1 954    ; 1 771    ; -      ;-16    ; 3 710    ;450;28/02/2018
G14-568601L;226270154;226270154/2014;Compensée;LI;AXEL-10-000181;TER;2014; 1 605    ; 1 605    ; -      ; -      ;-1 666    ;-61    ;716;28/02/2018
G14-568611L;128720208;128720208/2014;Compensée;LI;AXEL-10-000337;TER;2014; 1 267    ; 1 037    ; 229    ; -      ; -      ; 1 267    ;0;28/02/2018
G14-568657L;408840080;408840080/2014;Compensée;LI;AXEL-12-001395;TER;2014; 588    ; 588    ; -      ; -      ; -      ; 588    ;10;28/02/2018
G14-568667L;415530038;415530038/2014;Compensée;LI;AXEL-10-000243;NG;2014; -      ; -      ; -      ; -      ; -      ; -      ;530;28/02/2018
G14-568686L;251190014;251190014/2014;Compensée;LI;AXEL-10-001107;TER;2014; 1 633    ; 1 633    ; -      ; -      ;-1 195    ; 438    ;1 543;28/02/2018
G14-568726L;296780134;296780134/2014;Compensée;LI;AXEL-10-000524;TER;2014; 10 338    ; 6 327    ; 4 011    ; -      ; -      ; 10 338    ;1 402;28/02/2018
G14-568743L;292120182;292120182/2014;Compensée;LI;AXEL-10-000258;TER;2014; 4 925    ; 1 910    ; 3 015    ; -      ; -      ; 4 925    ;760;28/02/2018
G14-568755L;174790178;174790178/2014;Compensée;LI;AXEL-10-000460;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;572;28/02/2018
G14-568766L;207940024;207940024/2014;Compensée;LI;AXEL-10-000693;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;407;28/02/2018
G14-568772L;408840176;408840176/2014;Compensée;LI;AXEL-12-001395;TER;2014; 7 116    ; 3 986    ; 3 130    ; -      ;-257    ; 6 859    ;443;28/02/2018
G14-568777L;157680156;157680156/2014;Compensée;LI;AXEL-10-000406;TER;2014; 13 311    ; 10 939    ; 2 372    ; -      ;-10 939    ; 2 372    ;912;28/02/2018
G14-568792L;278970285;278970285/2014;Compensée;LI;AXEL-10-000882;TER;2014; 6 273    ; 4 255    ; 2 018    ; -      ;-4 255    ; 2 018    ;505;28/02/2018
G14-568799L;53930201;53930201/2014;Compensée;LI;AXEL-10-001119;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;760;28/02/2018
G14-568801L;405250145;405250145/2014;Compensée;LI;AXEL-10-000087;TER;2014; 12 795    ; 8 483    ; 4 313    ; -      ;-4 120    ; 8 676    ;738;28/02/2018
G14-568809L;266440173;266440173/2014;Compensée;LI;AXEL-11-001368;TER;2014; 167    ; -      ; 167    ; -      ; -      ; 167    ;1 100;28/02/2018
G14-568813L;218530065;218530065/2014;Compensée;LI;AXEL-10-000112;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;450;28/02/2018
G14-568821L;273310136;273310136/2014;Compensée;LI;AXEL-10-000036;NG;2014; -      ; -      ; -      ; -      ; -      ; -      ;1 189;28/02/2018
G14-568824L;143180185;143180185/2014;Compensée;LI;AXEL-10-000350;NG;2014; -      ; -      ; -      ; -      ; -      ; -      ;783;28/02/2018
G14-568830L;1004860139;1004860139/2014;Compensée;LI;AXEL-13-001652;TER;2014; 1 252    ; 1 023    ; 229    ; -      ;-80    ; 1 172    ;640;28/02/2018
G14-568832L;9010530228;9010530228/2014;Compensée;LI;AXEL-12-001436;TER;2014; 19 584    ; 12 561    ; 7 023    ; -      ;-50    ; 19 534    ;1 027;28/02/2018
G14-568839L;9010530374;9010530374/2014;Compensée;LI;AXEL-12-001436;TER;2014; 97    ; -      ; 97    ; -      ; -      ; 97    ;605;28/02/2018
G14-568841L;248360193;248360193/2014;Compensée;LI;AXEL-10-001096;TER;2014; 11 397    ; 7 901    ; 3 496    ; -      ;-600    ; 10 797    ;518;28/02/2018
G14-568845L;9010530279;9010530279/2014;Compensée;LI;AXEL-12-001436;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;587;28/02/2018
G14-568850L;248360164;248360164/2014;Compensée;LI;AXEL-10-001096;TER;2014; 10 154    ; 5 901    ; 4 253    ; -      ;-950    ; 9 204    ;696;28/02/2018
G14-568855L;401540116;401540116/2014;Compensée;LI;AXEL-10-000007;TER;2014; 4 501    ; 3 875    ; 626    ; -      ; -      ; 4 501    ;0;28/02/2018
G14-568876L;151380195;151380195/2014;Compensée;LI;AXEL-10-000200;TER;2014; 5 627    ; 3 207    ; 2 420    ; -      ;-99    ; 5 528    ;497;28/02/2018
G14-568881L;402990123;402990123/2014;Compensée;LI;AXEL-10-000873;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;961;28/02/2018
G14-568893L;286890016;286890016/2014;Compensée;LI;AXEL-10-000673;TER;2014; 930    ; 930    ; -      ; -      ;-930    ; -      ;618;28/02/2018
G14-568905L;247590532;247590532/2014;Compensée;LI;AXEL-10-000122;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;509;28/02/2018
G14-568910L;144810064;144810064/2014;Compensée;LI;AXEL-10-000285;TER;2014; 5 362    ; 2 981    ; 2 380    ; -      ;-1 730    ; 3 632    ;911;28/02/2018
G14-568913L;81340509;81340509/2014;Compensée;LI;AXEL-11-001364;TER;2014; 3 618    ; 2 523    ; 1 095    ; -      ;-2 667    ; 950    ;382;28/02/2018
G14-568914L;9010630121;9010630121/2014;Compensée;LI;AXEL-12-001458;TER;2014; 10 324    ; 6 281    ; 4 044    ; -      ; -      ; 10 324    ;402;28/02/2018
G14-568923L;199720039;199720039/2014;Compensée;LI;AXEL-10-000378;TER;2014; 13 569    ; 9 989    ; 3 580    ; -      ;-650    ; 12 919    ;890;28/02/2018
G14-568931L;209940846;209940846/2014;Compensée;LI;AXEL-10-000675;TER;2014; 4 306    ; 2 125    ; 2 181    ; -      ; -      ; 4 306    ;0;28/02/2018
G14-568936L;289600021;289600021/2014;Compensée;LI;AXEL-12-001424;TER;2014; 248    ; 248    ; -      ; -      ; -      ; 248    ;870;28/02/2018
G14-568942L;428990243;428990243/2014;Compensée;LI;AXEL-11-001187;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;310;28/02/2018
G14-568947L;279560157;279560157/2014;Compensée;LI;AXEL-10-000245;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;560;28/02/2018
G14-568950L;428990285;428990285/2014;Compensée;LI;AXEL-11-001187;NG;2014; -      ; -      ; -      ; -      ; -      ; -      ;750;28/02/2018
G14-568957L;214890012;214890012/2014;Compensée;LI;AXEL-10-000106;TER;2014; 4 903    ; 3 225    ; 1 678    ; -      ; -      ; 4 903    ;849;28/02/2018
G14-568978L;21590719;21590719/2014;Compensée;LI;AXEL-10-000123;TER;2014; 4 444    ; 4 287    ; 157    ; -      ;-3 100    ; 1 345    ;741;28/02/2018
G14-568995L;216720007;216720007/2014;Compensée;LI;AXEL-10-000830;NG;2014; -      ; -      ; -      ; -      ; -      ; -      ;785;28/02/2018
G14-569002L;427040014;427040014/2014;Compensée;LI;AXEL-12-001493;REC;2014; 5 867    ; 1 981    ; 3 886    ; -      ;-878    ; 4 988    ;726;28/02/2018
G14-569005L;189360108;189360108/2014;Compensée;LI;AXEL-10-000591;TER;2014; 8 944    ; 5 530    ; 3 414    ; -      ; -      ; 8 944    ;693;28/02/2018
G14-569007L;435880006;435880006/2014;Compensée;LI;AXEL-12-001466;TER;2014; 3 754    ; 1 959    ; 1 795    ; -      ; -      ; 3 754    ;378;28/02/2018
G14-569010L;61770217;61770217/2014;Compensée;LI;AXEL-10-000871;TER;2014; 7 243    ; 4 631    ; 2 612    ; -      ;-6 138    ; 1 105    ;572;28/02/2018
G14-569013L;9010580030;9010580030/2014;Compensée;LI;AXEL-12-001450;TER;2014; 421    ; 421    ; -      ; -      ;-421    ; -      ;524;28/02/2018
G14-569018L;189360056;189360056/2014;Compensée;LI;AXEL-10-000591;NG;2014; -      ; -      ; -      ; -      ; -      ; -      ;355;28/02/2018
G14-569030L;257490032;257490032/2014;Compensée;LI;AXEL-10-000532;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;560;28/02/2018
G14-569036L;173710008;173710008/2014;Compensée;LI;AXEL-10-000605;TER;2014; 25 901    ; 21 265    ; 4 636    ; -      ;-1 620    ; 24 281    ;629;28/02/2018
G14-569039L;200910035;200910035/2014;Compensée;LI;AXEL-12-001618;TER;2014; 14 253    ; 10 838    ; 3 416    ; -      ;-1 600    ; 12 653    ;392;28/02/2018
G14-569045L;404280001;404280001/2014;Compensée;LI;AXEL-10-000757;TER;2014; 18 591    ; 14 190    ; 4 401    ; -      ;-3 151    ; 15 440    ;712;28/02/2018
G14-569047L;9008180157;9008180157/2014;Compensée;LI;AXEL-11-001283;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;775;28/02/2018
G14-569049L;250480087;250480087/2014;Compensée;LI;AXEL-10-000116;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;416;28/02/2018
G14-569051L;236850061;236850061/2014;Compensée;LI;AXEL-11-001361;TER;2014; 1 202    ; 889    ; 314    ; -      ; -      ; 1 202    ;805;28/02/2018
G14-569060L;261240066;261240066/2014;Compensée;LI;AXEL-10-000324;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;494;28/02/2018
G14-569070L;408840162;408840162/2014;Compensée;LI;AXEL-12-001395;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;770;28/02/2018
G14-569082L;180290149;180290149/2013;Compensée;LI;AXEL-10-000303;TER;2013; 6 175    ; 3 434    ; 2 740    ; -      ; -      ; 6 175    ;469;28/02/2018
G14-569085L;1004860232;1004860232/2014;Compensée;LI;AXEL-13-001652;TER;2014; 9 377    ; 5 704    ; 3 673    ; -      ; -      ; 9 377    ;0;28/02/2018
G14-569089L;435880001;435880001/2014;Compensée;LI;AXEL-12-001466;TER;2014; 6 383    ; 3 612    ; 2 770    ; -      ; -      ; 6 383    ;457;28/02/2018
G14-569103L;9008180067;9008180067/2014;Compensée;LI;AXEL-11-001283;NG;2014; -      ; -      ; -      ; -      ; -      ; -      ;1 295;28/02/2018
G14-569109L;278970196;278970196/2014;Compensée;LI;AXEL-10-000882;TER;2014; 3 534    ; 1 566    ; 1 968    ; -      ;-600    ; 2 934    ;725;28/02/2018
G14-569110L;217300105;217300105/2014;Compensée;LI;AXEL-10-000132;TER;2014; 10 495    ; 6 273    ; 4 222    ; -      ;-3 496    ; 6 999    ;534;28/02/2018
G14-569118L;149360110;149360110/2014;Compensée;LI;AXEL-10-000898;TER;2014; 1 664    ; 1 472    ; 192    ; -      ; -      ; 1 664    ;243;28/02/2018
G14-569124L;149360063;149360063/2014;Compensée;LI;AXEL-10-000898;TER;2014; 1 000    ; 1 000    ; -      ; -      ;-1 000    ; -      ;334;28/02/2018
G14-569128L;277250307;277250307/2014;Compensée;LI;AXEL-10-000469;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;380;28/02/2018
G14-569136L;273310141;273310141/2014;Compensée;LI;AXEL-10-000036;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;653;28/02/2018
G14-569140L;142230136;142230136/2014;Compensée;LI;AXEL-10-000538;TER;2014; 12 501    ; 8 853    ; 3 648    ; -      ;-2 157    ; 10 344    ;404;28/02/2018
G14-569146L;439520483;439520483/2014;Compensée;LI;AXEL-12-001418;TER;2014; 346    ; 346    ; -      ; -      ;-346    ; -      ;973;28/02/2018
G14-569150L;406390222;406390222/2014;Compensée;LI;AXEL-10-000434;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;485;28/02/2018
G14-569154L;439520680;439520680/2014;Compensée;LI;AXEL-12-001418;TER;2014; 2 437    ; 2 437    ; -      ; -      ;-2 537    ;-100    ;610;28/02/2018
G14-569156L;439520209;439520209/2014;Compensée;LI;AXEL-12-001418;TER;2014; 3 966    ; 1 965    ; 2 000    ; -      ; -      ; 3 966    ;459;28/02/2018
G14-569161L;239600335;239600335/2014;Compensée;LI;AXEL-10-000707;TER;2014; 10 676    ; 7 888    ; 2 788    ; -      ;-7 728    ; 2 948    ;845;28/02/2018
G14-569167L;436260042;436260042/2014;Compensée;LI;AXEL-11-001294;EC;2014; 643    ; 643    ; -      ; 1 499    ;-637    ; 1 505    ;471;28/02/2018
G14-569170L;143180210;143180210/2014;Compensée;LI;AXEL-10-000350;TER;2014; 12 177    ; 8 881    ; 3 296    ; -      ; -      ; 12 177    ;800;28/02/2018
G14-569175L;174790167;174790167/2014;Compensée;LI;AXEL-10-000460;TER;2014; 940    ; 711    ; 229    ; -      ; -      ; 940    ;596;28/02/2018
G14-569176L;109630007;109630007/2014;Compensée;LI;AXEL-10-000209;TER;2014; 13 851    ; 9 255    ; 4 597    ; -      ; -      ; 13 851    ;977;28/02/2018
G14-569182L;46520062;46520062/2014;Compensée;LI;AXEL-10-000483;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;412;28/02/2018
G14-569184L;158520078;158520078/2014;Compensée;LI;AXEL-12-001616;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;436;28/02/2018
G14-569189L;1004860073;1004860073/2014;Compensée;LI;AXEL-13-001652;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;425;28/02/2018
G14-569254L;232430011;232430011/2014;Compensée;LI;AXEL-10-000534;TER;2014; 1 752    ; 1 752    ; -      ; -      ;-1 183    ; 569    ;512;28/02/2018
G14-569259L;9010530439;9010530439/2014;Compensée;LI;AXEL-12-001436;TER;2014; 19 864    ; 16 534    ; 3 329    ; -      ;-450    ; 19 414    ;684;28/02/2018
G14-569267L;150790062;150790062/2014;Compensée;LI;AXEL-10-000079;TER;2014; 14 653    ; 8 604    ; 6 050    ; -      ; -      ; 14 653    ;791;28/02/2018
G14-569298L;418320050;418320050/2014;Compensée;LI;AXEL-10-000722;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;455;28/02/2018
G14-569306L;9006190120;9006190120/2014;Compensée;LI;AXEL-10-000904;EC;2014; 18 814    ; 16 341    ; 2 473    ; 831    ;-13 485    ; 6 159    ;831;28/02/2018
G14-569314L;247610036;247610036/2014;Compensée;LI;AXEL-10-000721;TER;2014; 9 750    ; 5 606    ; 4 145    ; -      ;-310    ; 9 440    ;920;28/02/2018
G14-569315L;9006480027;9006480027/2014;Compensée;LI;AXEL-10-000915;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;1 189;28/02/2018
G14-569325L;287740079;287740079/2014;Compensée;LI;AXEL-10-000688;TER;2014; 7 953    ; 4 842    ; 3 111    ; -      ;-805    ; 7 148    ;416;28/02/2018
G14-569327L;287740120;287740120/2014;Compensée;LI;AXEL-10-000688;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;591;28/02/2018
G14-569336L;415380043;415380043/2014;Compensée;LI;AXEL-11-001315;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;550;28/02/2018
G14-569340L;409260343;409260343/2014;Compensée;LI;AXEL-10-000168;TER;2014; 1 294    ; 869    ; 425    ; -      ; -      ; 1 294    ;300;28/02/2018
G14-569364L;290510118;290510118/2014;Compensée;LI;AXEL-10-000013;TER;2014; 14 638    ; 10 715    ; 3 923    ; -      ;-1 124    ; 13 514    ;669;28/02/2018
G14-569378L;264180103;264180103/2013;Compensée;LI;AXEL-10-000883;NG;2013; -      ; -      ; -      ; -      ; -      ; -      ;1 900;28/02/2018
G14-569381L;290510137;290510137/2014;Compensée;LI;AXEL-10-000013;NG;2014; -      ; -      ; -      ; -      ; -      ; -      ;290;28/02/2018
G14-569394L;142230072;142230072/2014;Compensée;LI;AXEL-10-000538;NG;2014; -      ; -      ; -      ; -      ; -      ; -      ;418;28/02/2018
G14-569400L;453230037;453230037/2014;Compensée;LI;AXEL-13-001647;TER;2014; 15 007    ; 10 756    ; 4 251    ; -      ; -      ; 15 007    ;744;28/02/2018
G14-569411L;9008000031;9008000031/2014;Compensée;LI;AXEL-11-001260;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;463;28/02/2018
G14-569415L;81340541;81340541/2014;Compensée;LI;AXEL-11-001364;TER;2014; 8 107    ; 4 500    ; 3 607    ; -      ;-2 605    ; 5 502    ;750;28/02/2018
G14-569450L;149320045;149320045/2014;Compensée;LI;AXEL-10-000001;TER;2014; 717    ; 717    ; -      ; -      ;-717    ; -      ;717;28/02/2018
G14-569456L;21591005;21591005/2014;Compensée;LI;AXEL-10-000123;REC;2014; 6 690    ; 3 924    ; 2 766    ; -      ;-4 589    ; 2 101    ;337;28/02/2018
G14-569459L;400040079;400040079/2014;Compensée;LI;AXEL-10-000772;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;780;28/02/2018
G14-569471L;128720194;128720194/2014;Compensée;LI;AXEL-10-000337;TER;2014; 16 698    ; 12 810    ; 3 888    ; -      ; -      ; 16 698    ;763;28/02/2018
G14-569474L;26690093;26690093/2014;Compensée;LI;AXEL-10-001008;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;650;28/02/2018
G14-569478L;26690103;26690103/2014;Compensée;LI;AXEL-10-001008;TER;2014; 1 473    ; 969    ; 504    ; -      ; -      ; 1 473    ;427;28/02/2018
G14-569482L;439520568;439520568/2014;Compensée;LI;AXEL-12-001418;NG;2014; -      ; -      ; -      ; -      ; -      ; -      ;503;28/02/2018
G14-569491L;194460289;194460289/2014;Compensée;LI;AXEL-10-000068;TER;2014; 1 067    ; 838    ; 229    ; -      ; -      ; 1 067    ;0;28/02/2018
G14-569496L;295390025;295390025/2014;Compensée;LI;AXEL-10-000374;TER;2014; 1 871    ; -      ; 1 871    ; -      ; -      ; 1 871    ;1 287;28/02/2018
G14-569499L;239600241;239600241/2014;Compensée;LI;AXEL-10-000707;TER;2014; 17 472    ; 10 998    ; 6 474    ; -      ; -      ; 17 472    ;512;28/02/2018
G14-569504L;290510114;290510114/2014;Compensée;LI;AXEL-10-000013;TER;2014; 830    ; 830    ; -      ; -      ;-830    ; 0    ;400;28/02/2018
G14-569508L;409260204;409260204/2014;Compensée;LI;AXEL-10-000168;TER;2014; 1 159    ; 1 022    ; 137    ; -      ; -      ; 1 159    ;435;28/02/2018
G14-569518L;1004860246;1004860246/2014;Compensée;LI;AXEL-13-001652;TER;2014; 739    ; 510    ; 229    ; -      ; -      ; 739    ;0;28/02/2018
G14-569526L;403330045;403330045/2014;Compensée;LI;AXEL-10-000978;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;303;28/02/2018
G14-569528L;81340394;81340394/2014;Compensée;LI;AXEL-11-001364;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;463;28/02/2018
G14-569530L;81340395;81340395/2014;Compensée;LI;AXEL-11-001364;TER;2014; 74    ; 74    ; -      ; -      ;-74    ; -      ;270;28/02/2018
G14-569536L;247590775;247590775/2014;Compensée;LI;AXEL-10-000122;TER;2014; 1 050    ; 1 050    ; -      ; -      ;-890    ; 160    ;700;28/02/2018
G14-569538L;164600109;164600109/2014;Compensée;LI;AXEL-10-000259;TER;2014; 397    ; 397    ; -      ; -      ; -      ; 397    ;628;28/02/2018
G14-569539L;277250339;277250339/2014;Compensée;LI;AXEL-10-000469;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;79;28/02/2018
G14-569542L;285570046;285570046/2014;Compensée;LI;AXEL-10-000205;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;652;28/02/2018
G14-569543L;1004820221;1004820221/2014;Compensée;LI;AXEL-10-000358;TER;2014; 9 663    ; 6 148    ; 3 515    ; -      ;-2 966    ; 6 697    ;778;28/02/2018
G14-569547L;9008180055;9008180055/2014;Compensée;LI;AXEL-11-001283;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;550;28/02/2018
G14-569549L;43690093;43690093/2014;Compensée;LI;AXEL-10-000018;TER;2014; 1 594    ; 1 441    ; 153    ; -      ;-1 441    ; 153    ;726;28/02/2018
G14-569555L;79270053;79270053/2014;Compensée;LI;AXEL-10-000224;NG;2014; -      ; -      ; -      ; -      ; -      ; -      ;738;28/02/2018
G14-569557L;190040209;190040209/2014;Compensée;LI;AXEL-10-000626;TER;2014; 1 066    ; 886    ; 180    ; -      ;-886    ; 180    ;502;28/02/2018
G14-569564L;9010630135;9010630135/2014;Compensée;LI;AXEL-12-001458;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;317;28/02/2018
G14-569581L;9010630117;9010630117/2014;Compensée;LI;AXEL-12-001458;NG;2014; -      ; -      ; -      ; -      ; -      ; -      ;470;28/02/2018
G14-569584L;289600021;289600021/2014;Compensée;LI;AXEL-12-001424;SS;2014; -      ; -      ; -      ; -      ; -      ; -      ;290;28/02/2018
